JPT_KOD_JE_1601.geojson;woj_opolskie-pow_brzeski-JPT_KOD_JE_1601.geojson
JPT_KOD_JE_1602.geojson;woj_opolskie-pow_glubczycki-JPT_KOD_JE_1602.geojson
JPT_KOD_JE_1603.geojson;woj_opolskie-pow_kedzierzynsko-kozielski-JPT_KOD_JE_1603.geojson
JPT_KOD_JE_1604.geojson;woj_opolskie-pow_kluczborski-JPT_KOD_JE_1604.geojson
JPT_KOD_JE_1605.geojson;woj_opolskie-pow_krapkowicki-JPT_KOD_JE_1605.geojson
JPT_KOD_JE_1606.geojson;woj_opolskie-pow_namyslowski-JPT_KOD_JE_1606.geojson
JPT_KOD_JE_1607.geojson;woj_opolskie-pow_nyski-JPT_KOD_JE_1607.geojson
JPT_KOD_JE_1608.geojson;woj_opolskie-pow_oleski-JPT_KOD_JE_1608.geojson
JPT_KOD_JE_1609.geojson;woj_opolskie-pow_opolski-JPT_KOD_JE_1609.geojson
JPT_KOD_JE_1610.geojson;woj_opolskie-pow_prudnicki-JPT_KOD_JE_1610.geojson
JPT_KOD_JE_1611.geojson;woj_opolskie-pow_strzelecki-JPT_KOD_JE_1611.geojson
JPT_KOD_JE_1661.geojson;woj_opolskie-pow_Opole-JPT_KOD_JE_1661.geojson
JPT_KOD_JE_1801.geojson;woj_podkarpackie-pow_bieszczadzki-JPT_KOD_JE_1801.geojson
JPT_KOD_JE_1802.geojson;woj_podkarpackie-pow_brzozowski-JPT_KOD_JE_1802.geojson
JPT_KOD_JE_1803.geojson;woj_podkarpackie-pow_debicki-JPT_KOD_JE_1803.geojson
JPT_KOD_JE_1804.geojson;woj_podkarpackie-pow_jaroslawski-JPT_KOD_JE_1804.geojson
JPT_KOD_JE_1805.geojson;woj_podkarpackie-pow_jasielski-JPT_KOD_JE_1805.geojson
JPT_KOD_JE_1806.geojson;woj_podkarpackie-pow_kolbuszowski-JPT_KOD_JE_1806.geojson
JPT_KOD_JE_1807.geojson;woj_podkarpackie-pow_krosnienski-JPT_KOD_JE_1807.geojson
JPT_KOD_JE_1808.geojson;woj_podkarpackie-pow_lezajski-JPT_KOD_JE_1808.geojson
JPT_KOD_JE_1809.geojson;woj_podkarpackie-pow_lubaczowski-JPT_KOD_JE_1809.geojson
JPT_KOD_JE_1810.geojson;woj_podkarpackie-pow_lancucki-JPT_KOD_JE_1810.geojson
JPT_KOD_JE_1811.geojson;woj_podkarpackie-pow_mielecki-JPT_KOD_JE_1811.geojson
JPT_KOD_JE_1812.geojson;woj_podkarpackie-pow_nizanski-JPT_KOD_JE_1812.geojson
JPT_KOD_JE_1813.geojson;woj_podkarpackie-pow_przemyski-JPT_KOD_JE_1813.geojson
JPT_KOD_JE_1814.geojson;woj_podkarpackie-pow_przeworski-JPT_KOD_JE_1814.geojson
JPT_KOD_JE_1815.geojson;woj_podkarpackie-pow_ropczycko-sedziszowski-JPT_KOD_JE_1815.geojson
JPT_KOD_JE_1816.geojson;woj_podkarpackie-pow_rzeszowski-JPT_KOD_JE_1816.geojson
JPT_KOD_JE_1817.geojson;woj_podkarpackie-pow_sanocki-JPT_KOD_JE_1817.geojson
JPT_KOD_JE_1818.geojson;woj_podkarpackie-pow_stalowowolski-JPT_KOD_JE_1818.geojson
JPT_KOD_JE_1819.geojson;woj_podkarpackie-pow_strzyzowski-JPT_KOD_JE_1819.geojson
JPT_KOD_JE_1820.geojson;woj_podkarpackie-pow_tarnobrzeski-JPT_KOD_JE_1820.geojson
JPT_KOD_JE_1821.geojson;woj_podkarpackie-pow_leski-JPT_KOD_JE_1821.geojson
